year;index;address
2014;179;CONTINUARE LUCRARI FARA MODIFICARE DE SOLUTIE AUTORIZATE CU AC 1621/20.11.2009 PENTRU LOCUINTA UNIFAMILIALA D+P+M, STATIE EPURARE SI IMPREJMUIRE TEREN
2014;180;EXTINDERE SI ETAJARE CASÃ UNIFAMILIALÃ, REGIM FINAL DE ÎNÃLŢIME P+E.
2014;181;CONSTRUIRE DOUA LOCUINTE UNIFAMILIALE CUPLATE D+P+E, IMPREJMUIRE SI AMENAJARI EXTERIOARE.
2014;182;CASA FAMILIALA CU 2 APARTAMENTE D+P+E, IMPREJMUIRE SI AMENAJARI EXTERIOARE
2014;183;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2014;184;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2014;185;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2014;186;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2014;187;BRANŞAMENT APÃ  .
2014;188;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2014;189;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2014;190;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2014;191;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2014;192;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2014;193;MODIFICARI INTERIOARE IN SPATIU EXISTENT PENTRU AMENAJARE LABORATOR DE TEHNICA DENTARA.
2014;194;IMPREJMUIRE TEREN PROPRIETATE LATURA NORD SI VEST
2014;195;LOCUINTA UNIFAMILIALA D+P+E, IMPREJMUIRE, AMENAJARI EXTERIOARE
2014;196;CONTINUARE LUCRARI CU MODIFICARE SOLUTIE CONSTRUCTIVA LA AC 1273/07.10.2013-LOCUINTA FAMILIALA CU 2 APARTAMENTE D+P+1E Modificari:reducerea nr. de apartamente la 1, modificarea amprentei la sol cu respectarea distantelor fata de limitele de proprietate, modificarea cotei +0.00, modificari interioare si de fatade, realizare imprejmuire
2014;197;EXTINDERE SI MANSARDARE CASA UNIFAMILIALA, AMENAJARI EXTERIOARE
2014;198;LOCUINTA UNIFAMILIALA P+1, IMPREJMUIRE SI AMENAJARI EXTERIOARE.
2014;199;AMENAJARI INTERIOARE , SCHIMBARE DESTINATIE DIN LOCUINTA IN CABINET STOMATOLOGIC SI AMPLASARE FIRMA LUMINOASA CU CARACTER PROVIZORIU SI DEMONTABIL PE FATADA
2014;200;MONTARE PANOURI FOTOVOLTAICE PE ACOPERIS HALA
2014;201;MONTARE PANOURI FOTOVOLTAICE PE ACOPERIS CLADIRE                 			          ADMINISTRATIVA SI HALA
2014;202;EXTINDERE SPATIU COMERCIAL, MODIFICARE FINISAJ FATADE, AMPLASARE PANOURI PUBLICITARE PE FATADE, INLOCUIRE PILON RECLAMA, AMENAJARI EXTERIOARE  .
2014;203;REAMENAJARE TERASA SEZONIERA IN SISTEM PROVIZORIU SI DEMONTABIL DURATA DE EXISTENTA: PANA LA 31.10.2014 INVESTITOR: SC BALISTO CONSTRUCTION SRL CUI 10169563
2014;204;Continuare de lucrari fara modificarea sol constr. AC nr. 868 din 8.06.2006-Biserica Ortodoxa SF. VASILE cel MARE.lLucrarile ramase de executat.-FINISAJE INTERIOARE,EXTERIOARE
2014;205;Modificare solutie constructiva autorizata cu AC nr.77 din 22.01.2013-CREAREA UNEI UNITATI DE CERECETARE -DEZVOLATARE.mODIFICARILE PROPUSE-extinderea zonei de utilitati  atat la parter cat si la etaj
2014;207;CASA UNIFAMILIALA cu reg. P+E,IMPREJMUIREA TERENULUI
2014;208;Continuare lucrari fara modificarea solutiei constructive autorizate AC nr. 1526-7.09.2007-Renovare si modernizare extindere cu reg. P+E.LUCRARILE RAMASE DE EXECUTAT -supraetajare partiala hotel cu 2 niveluri -regimul final S+P+mezanin +10E
2014;209;EXTINDERE SI MANSARDARE CASA DE LOCUIT PARTER, CORP C1 SI CORP C2, REALIZARE DOUA APARTAMENTE
2014;210;AMPLASARE FIRMA LUMINOASA
2014;211;CONSOLIDARE IMOBIL SI REFACERE SARPANTA CA URMARE A UNEI EXPLOZII SI INCENDIU IN REGIM DE URGENTA
2014;212;EXTINDERE , ETAJARE, MODIFICARI INTERIOARE LOCUINTA , REFACERE IMPREJMUIRE
2014;213;CONSTR. HALA PRODUCTIE PARTER SI CORP BIROU ALIPIT P+4E+ETEHNIC-M4, AMENAJARI EXT.O RGANIZARE DE SANTIER
2014;214;REABILITARE ŞI RECONVERSIE CAZARMÃ ÎN BIROURI – PAVILIONUL “H”-   DIN CADRUL CETÃŢII BASTIONARE A CLUJULUI  ŞI AMENAJÃRI EXTERIOARE.
2014;215;CRESTEREA EFICIENTEI ENERGETICE A BLOCULUI DE LOCUINTE SITUAT PE STR.ANINA NR.19 BL.AA8 AC 117/01.02.2013-lucrarile nu au inceput in termenul de valabilitate de 12 luni
2014;216;DEVIERE L.E.S. m.t.  DE PE AMPLASAMENTUL CREŞEI D+P+2+E ŞI ALIMENTARE CU ENERGIE  ELECTRICÃ A CREŞEI.
2014;217;REABILITAREA TERMICA A A SCARII V SI VI DIN BLOCUL DE LOCUINTE S+P+10E, SITUAT PE STR.PRIMAVERII NR.6
2014;218;ZUGRAVELI INTERIOARE SI REPARATII TENCUIELI IN ZONA EXPOZITIONALA DE LA ETAJ A MUZEULUI DE ARTA CLUJ-NAPOCA
2014;219;CASÃ UNIFAMILIALÃ CU REGIM DE ÎNÃLŢIME D+P+E (corp C2), AMENAJARI EXTERIOARE.
2014;220;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2014;221;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2014;222;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2014;223;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2014;224;SCHIMBARE DE DESTINATIE DIN LOCUINTA IN SPATIU COMERCIAL, AMPLSARE FIRMA PE FATADA, ACCES DIN EXTERIOR, CONSOLIDARE SI REPARATII SARPANTA
2014;225;EXTINDERE CASA UNIFAMILIALA, AMENAJARI EXTERIOARE
2014;226;EXTINDERE , MANSARDARE, RECOMPARTIMENTARI INTERIOARE, REPARATII CAPITALE LA CASA INIFAMILIALA CU REGIM FINAL DE INALTIME Sp+P+M, MODIFICARE ACCES AUTO, REFACERE IMPREJMUIRE , AMENAJARI EXTERIOARE.
2014;227;REABILITARE LUCRARI DE INTERVENTIE  LUCRARI DE EXECUTARE
2014;228;CRESTEREA EFICIENTEI ENERGETICE A BLOCULUI DE LOCUINTE SITUAT PE B-DUL N.TITULESCU NR.145 BL.III DIN MUNICIPIUL CLUj-NAPOCA (AC nr.119/01.02.2013-lucrarile nu au inceput in termenul de valabilitate de 12 luni)
2014;229;Cresterea eficientei energetice-AC nr.125 din 1.02.2013-lucrarile nu au inceput in termenul de valabilitate de 12 luni
2014;230;Cresterea eficientei energetice a bl. de locuinte situat pe str. bUCURESTI NR. 80,BL.A2 -AC nr.126 din 1.02.2013 -lucrarile nu au inceput in termenul de valabilitate de 12 luni
2014;231;CRESTEREA EFICIENTEI ENERGETICE A BLOCULUI DE LOCUINTE SITUAT PE STR. PADIN NR.30 DIN MUNICIPIUL CLUJ-NAPOCA. Lucrarile au fost autorizate initial cu A.C. nr.116/01.02.2013.
2014;232;LOCUINTA UNIFAMILIALA P+E+Eretras, IMPREJMUIRE, AMENAJARI EXTERIOARE
2014;233;AMENAJARE SPATIU DE LOCUIT (1 UNITATE LOCATIVA) IN POD MANSARDABIL
2014;234;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2014;235;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2014;236;CONTINUARE LUCRARI CU MODIFICAREA SOLUTIEI CONSTRUCTIVE LA 3 CASE UNIFAMILIALE(doua cuplate si una individuala)-A.C.INITIALA NR.709/03.06.2008.SE MODIFICA FATADELE,SE REALIZEAZA DEPOZIT SUB SCARA EXTERIOARA DE ACCES , AMENAJARI EXTERIOARE LA CORPUL L3.
2014;237;MODIF SOL C-TIVA AUT CU A.C. 413/10.04.2013 SI A.C. 1279/07.10.2013 PENTRU LUCRARI DE EXT, CONSOLIDARE SI RECOMP LOC UNIFAM, REFACERE ÎMPREJMUIRE, AM EXT. Modif constau in: modif regim de inaltime din S+P in S+P+M, pozitie garaj subteran fara modif accesului in incinta, modif, fatade, am.ext.
2014;238;TRANSFORMARE MANSARDA IN ETAJ 1 SI CONSTRUIRE ETAJ 2 PARTIAL CU MODIFICARI INTERIOARE LA CASA EXISTENTA (fara depasirea cotei coamei existente).
2014;239;CONSTRUIRE STATIE GPL LA AUTOVEHICOLE
2014;240;CONSTRUIRE  DOUÃ   LOCUINTE UNIFAMILIALE  CUPLATE  - cu regim de înălţime P+E+M  , ÎMPREJMUIRE TEREN  SI AMENAJARI EXTERIOARE  .
2014;241;PISTE RETEA STATII SELF-SERVICE DE INCHIRIERE BICICLETE
2014;242;EXTINDERE ŞI SUPRAETAJARE LOCUINŢÃ   ,având regim final  de înălţime  P+E  .
2014;243;EXTINDERE  CONDUCTÃ  GAZ DE PRESIUNE REDUSÃ    BRANSAMENT    DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) ,   P.R., ALIMENTARE CU ENERGIE ELECTRICÃ IMOBIL EXISTENT, BRANŞAMENT APÃ, RACORD CANAL MENAJER ŞI PLUVIAL.
2014;244;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSÃ  ( in montaj subteran) si P.R.
2014;245;BRANSAMENT DE GAZE NATURALE DE PRESIUNE MEDIE  ( in montaj subteran) si P.R.M.
2014;246;EXTINDERE CONSTRUCTIE EXISTENTA, SCHIMBARE DESTINATIE DIN LOCUINTA IN SPATIU PENTRU SERVICII DE PUBLICITATE SI CONSTRUIRE GARAJ.
2014;247;MODIFICARE SOLUTIE CONSTRUCTIVA AUTORIZATA CU A.C. nr.538/21.05.2012 PENTRU LUCRARI DE EXTINDERE CASÃ DE VACANTA CU REGIM DE ÎNÃLŢIME D+P+M, AMENAJARI EXTERIOARE. Modificarile constau in: modificare compartimentare interioara la parter si schimbare destinatie din casa de vacanta in casa unifamiliala.
2014;248;RECOMPARTIMENTARE, EXTINDERE SI MANSARDARE CASÃ FAMILIALÃ, AMENAJARI EXTERIOARE.
2014;249;CASÃ UNIFAMILIALÃ CU REGIM DE ÎNÃLŢIME D+P+E, ÎMPREJMUIRE, AMENAJARI EXTERIOARE.
2014;250;AMPLASARE FIRMA LUMINOASA PE FATADA. In urmatoarele conditii: firma nu va avea lumina intermitenta. Durata de existenta: pe perioada contractului de inchiriere nr.4509/14.11.2011.
2014;251;REABILITARE LUCRARI DE INTERVENTIE  LUCRARI DE EXECUTARE
2014;252;CRESTEREA EFICIENTEI ENERGETICE A BLOCULUI DE LOCUINTE SITUAT PE STR. GH.DIMA NR.28 BL. VN DIN MUNICIPIUL CLUj-NAPOCA. (AC nr.118/01.02.2013-lucrarile nu au inceput in termenul de valabilitate de 12 luni)
2014;253;MANSARDARE BLOC DE LOCUINŢE EXISTENT – regim final de înălţime S+P+4E+M – 6 apartamente.
2014;254;AMENAJAREA A  TREI LOCURI  DE PARCARE AUTO.
2014;255;AMENAJARE MANSARDA IN PODUL EXISTENT - SCARA I - APARTAMENTUL 61 SI AMENAJARE PARCARI
2014;256;CASÃ UNIFAMILIALÃ CU REGIM DE ÎNÃLŢIME D+P+E (corp C1), AMENAJARI EXTERIOARE.
2014;257;MODIFICARI INTERIOARE LA APARTAMENTUL NR.23.
2014;258;CASA UNIFAMILIALA cu regimul de inaltime D+P+M ,imprejmuirea terenului
2014;259;Renovare fatada principala parter,inlocuire tamplarie la ap.14,ap.15 si amplasare firma luminoasa pe fatada cladirii
2014;260;EXTINDERE SI MANSARDARE LOCUINTA UNIFAMILIALA CU REGIM FINAL DE INALTIME P+M SI AMENAJARI EXTERIOARE.
2014;261;CONTINUARE LUCRARI FARA MODIFICARE SOLUTIE CONSTRUCTIVA LA AC 135/23.02.2010-LOCUINTA FAMILIALA Sp+P+E+M CU DOUA APARTAMENTE SI ANEXA:BUCATARIE DE VARA SI GARAJ Modificari:finisaje interioare si exterioare, montare tamplarie, lucrari de instalatii
2014;262;Refacere acoperis,modernizare si anvelopare imobil laborator analize medicale
2014;263;REFUNCTIONALIZARE, REPARATIE CAPITALA SI MANSARDARE CAMIN VI OBSERVATOR
2014;264;INLOCUIRE ZIDARIE TIP NEVADA CU GEAM TERMOPAN
2014;265;CONSTRUIRE CASA UNIFAMILIALA D+P+E, IMPREJMUIRE
2014;266;BALCON ÎNCHIS .
2014;267;ÎNLOCUIRE CONDUCTÃ DE APÃ ŞI AMENAJARE CURTE INTERIOARÃ.
2014;268;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2014;269;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si S.R.M. ( ca amplasament) .
2014;270;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2014;271;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2014;272;Extindere imobikl si amenajare 3 apartamente in constructia existenta
2014;273;Extindere si mansardare casa unifamiliala cu regimul de inaltime P+M,IMPREJMUIRE TEREN
2014;274;IMOBIL NR. 2 - DE LOCUINTE COLECTIVE CU 6 APARTAMENTE S+P+2E, IMPREJMUIRE, AMENAJARI EXTERIOARE
2014;275;imobil locuinte colective cu 6 apartamente D+P+2E
2014;276;AMPLASARE FIRMA LUMINOASA
2014;277;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2014;278;CASÃ UNIFAMILIALÃ CU REGIM DE ÎNÃLŢIME D+P+E, ÎMPREJMUIRE, AMENAJARI EXTERIOARE.
2014;279;BRANSAMENT  APÃ ŞI RACORD CANAL MENAJER.
2014;280;MONTAREA   UNEI     PLÃCUŢE COMEMORATIVE.
2014;281;BRANSAMENT  APÃ  .
2014;282;MODIFICARE SOLUTIE CONSTRUCTIVA LA AC 280/05.03.2013-IMOBIL DE LOCUINTE COLECTIVE CU TREI APARTAMENTE P+2E Modificari:construire etaj tehnic fara destinatie de locuinta Numar final de apartamente:3
2014;283;CONTINUARE LUCRARI FARA MODIFICARE SOLUTIE CONSTRUCTIVA LA AC 132/17.02.2011 si AC 1914/26.10.2006-EXTINDERE LOCUINTA CU UN CORP P+M Continuare lucrari: finisaje interioare si exterioare, instalatti, montare tamplarie (partial).
2014;284;IMOBIL NR. 1 - DE LOCUINTE COLECTIVE S+P+2E, IMPREJMUIRE TEREN-6 apartamente
2014;285;CONSTRUIRE CASA UNIFAMILIALA CU REGIM DE INALTIME P+E, IMPREJMUIRE SI AMENAJARI EXTERIOARE  .
2014;286;MODIFICARE SOLUŢIE CONSTRUCTIVÃ AUTORIZATÃ CU AC NR.  709 DIN 03.06.2008  – emisă pentru    trei   case unifamiliale – 2 cuplate +1 individuală . Modificările  propuse sunt următoarele:     modificări goluri pe faţadele   şi realizare depozit sub scara exterioară de acces a casei LA CORP L1.
2014;287;MODIFICARE SOLUŢIE CONSTRUCTIVÃ AUTORIZATÃ CU AC NR.  709 DIN 03.06.2008  – emisă pentru    trei   case unifamiliale – 2 cuplate +1 individuală.  Modificările  propuse sunt următoarele:     modificări goluri pe faţadele NE şi SV şi realizare depozit sub scara exterioară de acces a casei LA CORPUL L2
2014;288;MODIFICARE SOLUTIE CONSTRUCTIVA LA AC 1447/02.09.2008 cu structura partial executata conform AC 123/01.02.2013 - IMOBIL S+D+P+9E+Etehnic pentru LOCUINTE, patruzecisisase de apartamente, BIROURI si SPATII ALIMENTATIE PUBLICA Modificari:schimbare solutie consolidare versant
2014;289;Cresterea eficientei energetice a blocului de locuinte situat pe str. J.J.ROUSSEAU NR.5 BL.S2 AC nr. 124 din 1.02.2013-lucrarile  de construire nu au inceput in termenul de valabilitate de 12 luni
2014;290;EXTINDERE, ETAJARE SI MANSARDARE CORP C3 SI AMENAJARE 1 UNITATE LOCATIVA, AMENAJARI EXTERIOARE
2014;291;FINALIZARE LUCRARI FARA MODIFICAREA SOLUTIEI CONSTRUCTIVE LA LOCUINTA UNIFAMILIALA D+P SI AMENAJARI EXTERIOARE-A.C.INITIALA NR.97/28.01.2011.
2014;292;IMOBIL A PENTRU SERVICII, APARTHOTEL SI LOCUINTE, IMPREJMUIRE SI AMENAJARE INCINTA. REGIM DE INALTIME DIFERENTIAT DE LA S+P+2E LA S+P+5E
2014;293;MODIFICARE DE SOLUTIE LA SEDIU FIRMA SI DEPOZIT CU REGIM DE INALTIME P+2E SI P+E AUTORIZATE CU A.C. NR.859/08.06.2007 SI NR.1115/09.09.2010. Modificari propuse: modificari interioare si la fatade.
2014;294;LOCUINTA FAMILIALA CU 2 APARTAMENTE P+M, IMPREJMUIRE, AMENAJARI EXTERIOARE
2014;295;MODIFICARE SOLUTIE CONSTRUCTIVA AUTOIRZATA CU AC 695/2011 PENTRU MODIFICARI INTERIOARE LA AP.1
2014;296;AMPLASARE DOUA FIRME LUMINOASE SI UN PANOU PUBLICITAR PE FATADA SI CONSTRUIRE RAMPA DE ACCES PENTRU PERSOANE CU DIZABILITATI IN SISTEM PROVIZORIU SI DEMONTABIL.
2014;297;CASÃ UNIFAMILIALÃ CU REGIM DE ÎNÃLŢIME S+P+E, ÎMPREJMUIRE, AMENAJARI EXTERIOARE.
2014;298;MODIFICARE PROIECT AUTORIZAT INITIAL CU AC 239/2012 SI AC 967/2012 - INSTITUTUL DE CERCETARI HORTICOLE  AVANSATE AL TRANSILVANIEI
2014;299;IMOBIL B PENTRU SPATII COMERCIALE SI LOCUINTE. REGIM DE INALTIME DIFERENTIAT DE LA S+P+5E LA S+D+P+5E
2014;300;Dezvoltare parc industrial Tetarom I ,CLADIRI DE SERVICII,BIROURI,DEPOZITARE,EXTINDERE si MODERNIZARE INFRASTRUCTURA Nu s-au executat lucrarile autorizate cu AC nr. 798 din 5.07.2012
2014;301;AMENAJARE TEREN DE FOTBAL CU GAZON ARTIFICIAL
2014;302;CONTINUAREA LUCRARILOR CU MODIFICAREA SOLUTIEI CONSTRUCTIVE LA CASA 1 SI CASA 2 CU REGIM DE INALTIME P+E+M,IMPREJMUIRE SI AMENAJARI EXTERIOARE-A.C.INITIALA NR.1402/24.10.2013.SE MODIFICA COMPARTIMENTARILE INTERIOARE,FATADELE.
2014;303;CONTINUAREA LUCRARILOR CU MODIFICAREA SOLUTIEI CONSTRUCTIVE LA  CA SA 3 SI CASA 4 ,P+E+M,IMPREJMUIRE SI AMENAJARI EXTERIOARE.SE MODIFICA COMPARTIMENTARILE INTERIOARE SI FATADELE
2014;304;SCHIMBARE DE DESTINATIE DIN LOCUINTA IN SPATIU COMERCIAL, MODIFICARI INTERIOARE
2014;305;MODIFICARE SOLUTIE CONSTRUCTIVA AUTORIZATA CU A.C. nr.45/25.01.2012 PENTRU LUCRARI DE CONSTRUIRE CASÃ UNIFAMILIALÃ CU REGIM DE ÎNÃLŢIME P+E ŞI AMENAJARI EXTERIOARE. Modificarile constau in: modificare goluri la fatade, la terasa de la parter se elimina treptele de pe latura sudica si marirea suprafetei balconului de la etaj.
2014;306;MODIFICARE SOLUTIE CONSTRUCTIVA AUTORIZATA CU A.C. nr.177/01.03.2010 PENTRU LUCRARI DE MANSARDARE LOCUINTA, IMPREJMUIRE; REGIM FINAL DE ÎNÃLŢIME S+P+M; NUMAR FINAL DE APARTAMENTE: DOUA. Modificarile constau in: modificare compartimentare interioara, dimensiuni si numar goluri, sarpanta si invelitoare, materiale si finisaje la fatade.
2014;307;CASÃ UNIFAMILIALÃ CU REGIM DE ÎNÃLŢIME D+P, PISCINA, ÎMPREJMUIRE, MICROSTATIE DE EPURARE, AMENAJARI EXTERIOARE.
2014;308;CONSTRUIRE FEREASTRA LA GRUPUL SANITAR
2014;309;LOCUINTA UNIFAMILIALA S+P, IMPREJMUIRE SI AMENAJARI EXTERIOARE.
2014;310;Doua case unifamiliale cuplate cu regimul de inaltime P+M -loturile37,38,imprejmuirea terenului.Nu s-au executat lucrarile autorizate cu AC 2342 din 25.01.25.01.2008
2014;311;MODERNIZARE CALEA TURZII – TRONSONUL II .
2014;312;REAMENAJARE TERASA SEZONIERA IN SISTEM PROVIZORIU SI DEMONTABIL DURATA DE EXISTENTA: PANA LA 31.10.2014 INVESTITOR: SC IRIDAN IMPORT EXPORT CUI RO2899109
2014;313;IMOBIL DE LOCUINTE COLECTIVE Dp+P+2E CU 3 APARTAMENTE, AMENAJARI EXTERIOARE.
2014;314;MANSARDARE BLOC DE LOCUINTE.
2014;315;AMENAJARE PARCARI.
2014;316;MODIFICARI INTERIOARE, EXTINDERE SI MANSARDARE CASÃ DE LOCUIT CU REGIM FINAL DE ÎNÃLŢIME P+M, AMENAJARI EXTERIOARE.
2014;317;CONTINUAREA LUCRARILOR CU MODIFICAREA SOLUTIEI CONSTRUCTIVE LA HALA NR.4 CU REGIM DE INALTIME Sp+P PENTRU DEPOZITARE MATERIALE PREFABRICATE DIN BETON-A.C.INITIALA NR.627/07.06.2010.SE MODIFICA COMPARTIMENTARILE INTERIOARE,FATADELE,AMENAJARI EXTERIOARE.
2014;318;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2014;319;BRANSAMENT DE APA SI RACORD CANAL MENAJER
2014;320;MODIFICARE SOLUTIE CONSTRUCTIVA AUTORIZATA CU A.C. nr.105/18.02.2010 PENTRU LUCRARI DE CONSTRUIRE CASÃ UNIFAMILIALÃ CU REGIM DE ÎNÃLŢIME P+M. Modificarile constau in: modificare regim de inaltime in Dp+P+M, modificari interioare, goluri si fatade.
2014;321;ÎMPREJMUIRE PARTIALA TEREN (PE LATURILE VEST SI NORD).
2014;322;FINALIZARE LUCRARI LA CONSTRUCTIE P+4E CU DESTINATIA DE MOARA SI ANEXE-A.C.INITIALA NR.4940/149 DIN 21.02.1995 SI AMENAJARI EXTERIOARE.
2014;323;SCHIMBARE DESTINATIE DIN LOCUINTA IN SALON COSMETICA CU DESCHIDERE ACCES DIN EXTERIOR, AMPLASARE FIRMA LUMINOASA PE FATADA AFERENTA SALONULUI. In urmatoarele conditii: firma se va realiza fara lumina intermitenta.
2014;324;EXTINDERE ŞI SUPRAETAJARE LOCUINŢÃ   ,având regim final  de înălţime  S+P+2E  ,  ŞI REFACERE  ÎMPREJMUIRE TEREN .
2014;325;LUCRÃRI DE REPARAŢII STRUCTURALE LA IMOBILUL EXISTENT având regimul de înălţime S+P+2E.
2014;326;RENOVAREA FAŢADELOR DINSPRE  CURTEA INTERIOARÃ .
2014;327;RIDICARE STÂLPI METALICI DE SUSŢINERE DIN AXUL G1 A HALEI DE PRODUCŢIE A FABRICII FUJIKURA  AUTOMOTIVE ROMANIA.
2014;328;Continuarea lucrarilor fara modificarea solutiei constructive autorizate cu AC nr. 474 din 17.05.2012-Reabiliatare termica a blocului de locuinte conf. OUG nr. 69/2010
2014;329;MODIF SOL C-TIVA LA CORPUL 1 DIN 3 IMOBILE DE LOC COL D+P+2E CU 6 AP AUT CU A.C. 846/08.07.2011 -Intrare in leg conf P v de const si sanct a contrav seria PL, nr.0000199 din 16.10.2013.Lucr au inceput in baza A.C. 2089/29.12.2008.Modif: modif int, dim si pozitii goluri, renuntare la lift, modif accese, am ext.
2014;330;AMPLASARE MONUMENT CU CARACTER PROVIZORIU PE O DURATA DE 2 ANI IN PARCUL CARAGIALE
2014;331;SCHIMBARE DE DESTINATIE AP.1, AP.2  DIN LOCUINTA IN SPATIU COMERCIAL SI AP.SUBSOL DIN PIVNITA IN SPATII ANEXA LA SPATIU COMERCIAL, MODIFICARI INTERIOARE, AMENAJARE ACCES IN IMOBIL DIN STRADA
2014;332;LOCUINTA UNIFAMILIALA PARTER, IMPREJMUIRE, AMENAJARI EXTERIOARE
2014;333;racord canal pluvial si montare hidrant de incendiu exterior subteran. lucrarile autorizate initial cu ac 207 / 2013 nu au fost incepute
2014;334;SCHIMBARE DESTINATIE SIN AP. IN LABORATOR DE ANALIZE MEDICALE, MODIFICARI INTERIOARE SI AMPLASARE FIRME
2014;335;Recompartimentari interioare in ap.16,17,19.si 20-imoobil existen
2014;336;REAMENAJARE TERASA SEZONIERA IN SISTEM PROVIZORIU SI DEMONTABIL DURATA DE EXISTENTA: PANA LA 31.10.2014 INVESTITOR:SC MC DONALD'S SRL CUI 6205722
2014;337;ALIMENTARE CU ENERGIE ELECTRICÃ IMOBIL EXISTENT.
2014;338;REAMENAJARI INTERIOARE AP.14, AP.15, AP.17, AP.18 - CORP A
2014;339;CASA UNIFAMILIALA cu regimul de inaltime P+E -CORP C3,imprejmuirea terenului
2014;340;CASA UNIFAMILIALA cu regimul de inaltime P+E-corp C2,IMPREJMUIRE TEREN
2014;341;Amplasare firma luminoasa pe fatada
2014;342;CONTINUARE DE LUCRARI FARA MODIFICARE DE SOLUTIE LA CASA UNIFAMILIALA CU REGIM DE INALTIME S+P+E  AUTORIZATA CU A.C. NR.563 DIN 21.05.2010 .
2014;343;EXTINDERE  CONDUCTÃ  GAZ DE PRESIUNE REDUSÃ ŞI  TREI BRANSAMENTE   DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) , 3  P.R.
2014;344;CONTINUAREA LUCRARILOR AUTORIZATE CU AC NR 2023/17.11.2003, 797/14.07.2010
2014;345;MOD SOL C-TIVA LA CORPUL 3 DIN 3 IMOBILE DE LOC COL D+P+2E CU 6 AP FIECAREAUT CU A.C. 846/08.07.2011- Intrare in leg conf PV de const si sanct a contrav ser PL, nr.0000199/16.10.2013. Lucr au inceput in baza A.C. 2089/29.12.2008.Modif: etapizarea exec lucr pe fiecare imobil in parte, modif int, dim si pozitii goluri, renuntare lift, modif accese, am ext.
2014;346;MODIF SOL C-TIVA la corpul 2 din TREI IMOBILE DE LOCUINTE COLECTIVE D+P+2E CU 6 AP FIECARE AUT CU A.C. nr.846/08.07.2011 - Intrare in legalitate conform Proces verbal de constatare si sanctionare a contraventiilor seria PL, nr.0000199 din 16.10.2013. Modificarile constau in: etapizarea executarii lucrarilor pe fiecare imobil....
2014;347;CASÃ UNIFAMILIALÃ CU REGIM DE ÎNÃLŢIME Sp+P+E (corp C2). Lucrarile nu au inceput in termenul de valabilitate a A.C. nr.343/30.03.2010.
2014;348;MODIFICARI INTERIOARE, EXTINDERE, ETAJARE/MANSARDARE CASÃ UNIFAMILIALÃ CU REGIM FINAL DE ÎNÃLŢIME Sp+P+Ep/Mp.
2014;349;CONSTRUIRE DOUA BALCOANE INCHISE LA PARTER
2014;350;CASA  UNIFAMILIALA cu regimul de inaltime P+E -CORP C1
2014;351;Modificari interioare,extinndere,mansardare imobil existent -reg. de inaltime S+P+M
2014;352;CASAV UNIFAMILIALA cu regimul de inaltime P+E ,imprejmuirea terenului si amenajari exterioare
2014;354;EXTINDERE LOCUINTA CU UN CORP D+P+E
2014;355;INCHIDERE PARTIALA TERASA
2014;356;LUCRÃRI  DE INTERVENŢIE DE PRIMÃ NECESITATE  :   MODERNIZARE TROTUARE DIN PIAŢA AVRAM IANCU .
