year;index;address
2013;1218;modificari interioare,modificare solutie,continuare lucrari,amenajare;CONTINUARE DE LUCRARI CU MODIFICARE DE SOLUTIE LA LOCUINTA FAMILIALA AUTORIZATA CU A.C. NR. 2246 DIN 13.12.2006 Modificari propuse: modificari interioare nestructurale, modificari la fatade (goluri si finisaje), continuarea casei scarii in pod si amenajarea unei mansarde. Regim final de inaltime :D+P+2M
2013;1219;amplasare;AMPLASARE TREI FIRME LUMINOASE
2013;1220;construire;LOCUINTA S+P+E+R
2013;1221;construire;LOCUINTA UNIFAMILIALA D+P+M
2013;1222;amplasare;AMPLASARE FIRMA LUMINOASA
2013;1223;extindere;EXTINDERE CONSTRUCTIE CU O NOUA CASA FAMILIALA P+E+M
2013;1224;construire,amenajare;CASA UNIFAMILIALA Sp+P, IMPREJMUIRE SI AMENAJARI EXTERIOARE
2013;1225;construire,extindere;EXTINDERE SI CONSTRUIRE HALA DEPOZIT
2013;1226;amenajare;FINALIZARE LUCRARI LA LOCUINTA UNIFAMILIALA D+P+M-A.C.INITIALA NR.2413/05.06.2008.SE MODIFICA COMPARTIMENRARILE INTERIOARE SI FATADELE,AMENAJARI EXTERIOARE.
2013;1227;modificari interioare,schimbare destinatie,amenajare;SCHIMBARE DE DESTINATIE DIN LOCUINTA IN BIROU CU ASIGURAREA LOCURILOR DE PARCARE, MODIFICARI INTERIOARE SI AMENAJARE ACCES DIN EXTERIOR
2013;1228;construire;CASA UNIFAMILIALA cu reg. S+P+E ,imprejmuirea terenului
2013;1229;modificari interioare,schimbare destinatie;Modificari interioare si schimbare destinatie din locuinta in sediu de firma
2013;1230;extindere,etajare,modificari interioare;MODIFICARI INTERIOARE, EXTINDERE SI MANSARDARE LOCUINTA UNIFAMILIALA  REGIM FINAL DE INALTIME D+P+M
2013;1231;construire;CERCETARI SI INESTIGATII LA IMOBIL MONUMENT ISTORIC PARTE A ANSAMBLULUI "CENTRUL ISTORIC AL ORASULUI CLUJ" PAVILION H, CJ II-a-A-07244
2013;1232;extindere,etajare,modificare solutie;MODIFICARE SOLUTIE CONSTRUCTIVA LA AC 1118/06.07.2006-EXTINDERE SI MANSARDARE CASA UNIFAMILIALA D+P+M Modificari: extinderea demisolului pe toata suprafata constructiei, modificare forma acoperis, modificare fatade
2013;1233;modificari interioare,schimbare destinatie;SCHIMBARE DE DESTINATIE DIN LOCUINTA IN SPATIU COMERCIAL SI MODIFICARI INTERIOARE
2013;1234;construire,amenajare;CONSTRUIRE LOCUINTA UNIFAMILIALA S+P+E, IMPREJMUIRE SI AMENAJARI EXTERIOARE
2013;1235;construire;IMOBIL de LOCUINTE cu 15 apartamente,spatiu comercial la parter si amen.ext. Regimul de inaltime P+2E+Eretras
2013;1236;etajare,modificari interioare,amenajare;MODIFICARI INTERIOARE SI MANSARDARE CASA UNIFAMILIALA CU REGIM  FINAL DE  INALTIME S+P+M SI AMENAJARI EXTERIOARE
2013;1237;construire;LOCUINTA UNIFAMILIALA D+P+E
2013;1238;construire;LOCUINTA UNIFAMILIALA D+P+E
2013;1239;construire;CASA UNIFAMILIALA S+P+E
2013;1240;construire;CASA UNIFAMILIALA D+P+E
2013;1241;construire;CASA UNIFAMILIALA D+P+E
2013;1242;construire,continuare lucrari;CONTINUARE LUCRÃRI ÎNCEPUTE ÎN BAZA AUTORIZAŢIEI DE CONSTRUIRE   NR. 585 DIN 16.05.2008 CU PRIVIRE LA   CASA UNIFAMILIALÃ    ,  cu regim final de inaltime S+P+E  , ÎMPREJMUIRE ŞI AMENAJÃRI EXTERIOARE    - FÃRÃ MODIFICAREA SOLUŢIEI CONSTRUCTIVE  .
2013;1243;extindere,bransare;EXTINDERE  CONDUCTÃ  GAZ DE PRESIUNE REDUSÃ ŞI BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1244;bransare;REGLEMENTARE L.E.A. 0,4 KV ŞI SECURIZARE GRUPURI DE MÃSURÃ.
2013;1245;construire;CONSTRUIRE POARTA AUTO SI CALE ACCES LA CASA FAMILIALA
2013;1246;renovare,amenajare;RENOVARE SI RECOMPARTIMENTARI INTERIOARE CAMIN DE NEFAMILISTI, AMENAJARI EXTERIOARE
2013;1247;construire,amenajare;IMOBIL DE LOCUINTE COLECTIVE CU 6 APARTAMENTE CU REGIM DE ÎNÃLŢIME P+2E, AMENAJARI EXTERIOARE.
2013;1248;construire;IMPREJMUIRE TEREN PROPRIETATE PRIVATA
2013;1249;construire,amenajare;LOCUINTA FAMILIALA CU 2 APARTAMENTE D+P+E, IMPREJMUIRE, AMENAJARI EXTERIOARE
2013;1250;amplasare;Amplasare firma luminoasa pe stalp electric
2013;1251;modernizare;MODERNIZARE STRADA DROPIEI
2013;1252;reabilitare monumente funerare;REABILITAREA CAVOLUI FAMILIEI JELEN DE CSJTHE DIN CIMITIRUL CENTRAL DIN CLUJ NAPOCA
2013;1253;reabilitare monumente funerare;REABILITARE OBELISC FUNERAR BARRA IMRE DIN CIMITIRUL CENTRAL
2013;1254;reabilitare monumente funerare;REABILITARE SARCOFAG BERDE MOZSA
2013;1255;reabilitare monumente funerare;REABILITARE PIATRA FUNERARA MISCHINGER
2013;1256;reabilitare monumente funerare;REABILITAREA CAVOULUI BETHLEN DE IKTAR
2013;1257;construire;ANEXA Pt RELAXARE SI HOBBY, IMPREJMUIRE PROPRIETATE
2013;1258;extindere,modificare solutie;Modificare solutie constructiva aut.AC nr.179din 13.02.2006-Hala expo-vanzare cu reg. parter.MODIFICARILE PROPUSE-extindere hala vanzare,realizare supanta
2013;1259;extindere,modificare solutie,amenajare;Modificare solutie constructiva autorizata cu AC nr.1 din 3.01.2012-“IMOBIL COLECTIV cu 40 apartamente si birouri cu regimul de inaltime S+D+P+5E” Modificarile  propuse: extinderea  pe verticala a cladirii in zonele unde regimul de inaltime este S+D+P+4E la S+D+P+5E,modificare scara interioara de la subsol si demisol, extinderea apartamentelor  pe nivelele 3,4,5 ale cladirii rezultand in final 41 de apartamente, realizare spatiu administrativ la  parterul cladirii, imprejmuirea terenului si amenajari exterioare.
2013;1260;construire,amenajare;LOCUINTA TIP DUPLEX CU 2 APARTAMENTE IN REGIM CUPLAT P+1E, AMENAJARI EXTERIOARE
2013;1261;extindere;EXTINDERE SI RESTRUCTURARE LOCUINTA UNIFAMILIALA D+P
2013;1262;construire;CONSTRUIRE LOCUINTA UNIFAMILIALA P+E
2013;1263;extindere,modificari interioare;RECOMPARTIMENTARE SI EXTINDERE IMOBIL AUTORIZAT CU AC NR. 310 /01.04.2011 DIN P+E IN P+3E+M
2013;1264;amplasare;AMPLASARE  MICROSTAŢIE DE TELEFONIE MOBILÃ ÎN SISTEM GSM  PE STÂLP DE JOASÃ TENSIUNE  EXISTENT( aparţinând S.C. ELECTRICA S.A.)    ŞI BRANŞAMENT ELECTRIC.
2013;1265;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1266;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R
2013;1267;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R
2013;1268;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R
2013;1269;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1270;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1271;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj suprateran) si P.R.
2013;1272;construire;REŢELE DE  ALIMENTARE CU APÃ ŞI  CANALIZARE  ÎN MUNICIPIUL CLUJ-NAPOCA .străzile: Atelierului, Azuga, Bega , Breaza, Calea Turzii, Jiului, Padiş, Răşinari, Retezat, Valea Chintăului, şi Calea Turzii DN1.
2013;1273;construire;LOCUINTA FAMILIALA  D+P+1E
2013;1274;construire,amenajare;CONSTRUIRE LOCUINTA COLECTIVA CU 3 APARTAMENTE CU REGIM DE INALTIME P+M, IMPREJMUIRE SI AMENAJARI EXTERIOARE  .
2013;1275;construire,modificari interioare;CONSTRUIRE DOUA BALCOANE INCHISE SI MODIFICARI INTERIOARE LA APARTAMENTUL NR.1, SITUAT LA PARTER
2013;1276;amplasare;AMPLASARE FIRMA LUMINOASA  PE FATADA  IMOBILULUI P+2E+M, IN SISTEM PROVIZORIU SI DEMONTABIL
2013;1277;construire,amenajare;LOCUINTA UNIFAMILIALA Sp+P+E, AMENAJARI EXTERIOARE
2013;1278;etajare,amenajare;MANSARDARE CASA UNIFAMILIALA REGIM FINAL DE INALTIME P+M SI AMENAJARI EXTERIOARE
2013;1279;extindere,modificari interioare,modificare solutie,consolidare,amenajare;MODIFICARE SOLUTIE CONSTRUCTIVA AUTORIZATA CU A.C. nr. 413/10.04.2013 PENTRU LUCRARI DE EXTINDERE, CONSOLIDARE, RECOMPARTIMENTARE LOCUINTA  UNIFAMILIALA, REFACERE IMPREJMUIRE, AMENAJARI EXTERIOARE.  Modificarile constau in: extinderea subolului sub intreg imobilul.
2013;1280;construire;CASA UNIFAMILIALA CU REG.D+P+E+E retras,imprejmuire teren
2013;1281;reparatie,urgenta;LUCRARI DE INTERVENTIE IN PRIMA URGENTA: REPARATII LA FATADA SI INVELITOAREA IMOBILULUI SITUAT PE B-DUL 21 DECEMBRIE 1989, NR.37.
2013;1282;etajare,amenajare;MANSARDARE LOCUINTA UNIFAMILIALA CU REGIM FINAL DE INALTIME Sp+P+M, AMENAJARI EXTERIOARE
2013;1283;construire;CASA UNIFAMILIALA CU REGIMUL DE INALTIME P+2E
2013;1285;extindere,etajare,consolidare;CONSOLIDARE,EXTINDERE,SUPRAETAJARE CASA UNIFAMILIALA existenta cu reg.+P+E,refacere imprejmuire
2013;1286;renovare,modificari interioare;REFATADIZARE SI MODIFICARI INTERIOARE CORP 1, SCARA 1.
2013;1287;modificari interioare,schimbare destinatie;MODIFICARI INTERIOARE si schimbare destinatie din birou in camere de locuit cu regim hotelier
2013;1288;amplasare;AMPLASARE FIRMA LUMINOASA  PE FATADA  IMOBILULUI, IN SISTEM PROVIZORIU SI DEMONTABIL.
2013;1289;construire,amenajare;CASÃ UNIFAMILIALÃ CU REGIM DE ÎNÃLŢIME P+E, ÎMPREJMUIRE, AMENAJARI EXTERIOARE.
2013;1290;modificari interioare,reabilitare termica;RECOMPARTIMENTARE, MODIFICARE FATADE SI TERMOIZOLARE CASÃ UNIFAMILIALÃ P+E+M (fara modificare forma sarpanta).
2013;1291;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1292;bransare;ALIMENTARE CU ENERGIE ELECTRICÃ IMOBILE DE LOCUINŢE COLECTIVE EXISTENTE.
2013;1293;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1294;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1295;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1296;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1297;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1298;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1299;construire;RACORD CANAL MENAJER  ( din conducta de canalizare existentă pe str. Berăriei)
2013;1300;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1301;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1302;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1303;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1304;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1305;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1306;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1307;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1308;construire;BRANŞAMENT  APÃ ŞI RACORD CANAL MENAJER   .
2013;1309;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1310;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1311;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1312;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1313;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1314;construire,continuare lucrari;CONTINUARE LUCRARI INITIAL AUTORIZATE CU A.C. NR.1574/08.09.2006 si A.C.  NR.778/01.07.2010 -CONSTRUIRE LOCUINTA UNIFAMILIALA REGIM DE INALTIME D+P+E+M
2013;1315;construire,amenajare;CONSTRUIRE LOCUINTA UNIFAMILIALA D+P+Ep/Mp, IMPREJMUIRE, AMENAJARI EXTERIOARE
2013;1316;extindere,bransare;EXTINDERE CONDUCTA GAZ DE PRESIUNE REDUSA SI BRANSAMENT DE GAZ DE PRESIUNE REDUSA (in montaj subteran) si P.R.
2013;1317;extindere,modificari interioare,modernizare,amenajare;MODIFICARI INTERIOARE, MODERNIZARE, EXTINDERE PE VERTICALA LOCUINTA UNIFAMILIALA CU REGIM FINAL DE INALTIME S+P+E+Mp, IMPREJMUIRE, AMENAJARI EXTERIOARE
2013;1318;construire,amenajare;CONSTRUIRE CASA UNIFAMILIALA CU REGIM DE INALTIME S+P+E1+E2retras, IMPREJMUIRE SI AMENAJARI EXTERIOARE  . Investitia a fost autorizata anterior cu A.C. nr.1208 din 24.09.2012 .
2013;1319;modificari interioare,modificare solutie;Modificare solutie autorizata AC nr.1627/2010-CASA UNIFAMILIALA CORP c2 reg.P+E MODIFICARILE PROPUSE:modificarea reg. P+E in S+P+E si modificari interioare
2013;1320;consolidare;CONSOLIDARE PLANSEU SI REFACERE HIDROIZOLATIE LA PIVNITA
2013;1321;modificare solutie;MODIFICARE SOLUTIE CONSTRUCTIVA LA AC 179 DIN 2010-CASA DE VACANTA P+E
2013;1322;construire;LOCUINTA UNIFAMILIALA D+P+E
2013;1323;construire;LOCUINTA UNIFAMILIALA D+P+E
2013;1324;modificari interioare;MODIFICARI INTERIOARE
2013;1325;amenajare;Amenajare teren de sporin interes personal,imprejmuirea terenului
2013;1326;construire;ORGANIZARE DE SANTIER, REALIZAREA PILOTILOR FORATI DE PROBA, STUDII GEOTEHNICE SI IMPREJMUIRE PROPIETATE IN SOLUTIE PROVIZORIE SI DEMONTABILA , PE PERIOADA SANTIERULUI
2013;1327;etajare;MANSARDARE CASA UNIFAMILIALA CORP c1
2013;1328;construire;casa unifamiliala cu regimul de inaltime P+M,IMPREJMUIREA TERENULUI
2013;1329;construire;CASA UNIFAMILIALA cu regimul de inaltime P+M,imprejmuirea terenului
2013;1330;urgenta,modernizare;LUCRARI DE INTERVENTIE IN PRIMA URGENTA: MODERNIZARE STRADA DONATH – TRONSON II (TRONSON INTRE STR. TAIETURA TURCULUI SI INTERSECTIA DE LA CASA RADIO).Conf Legii nr.50/1991, republicata, art.7, alin.(16), doc tehnica nec se va definitiva pe parcursul sau la inch exec lucrarilor, cu respect avizelor si actului adm al aut comp pt prot med.
2013;1331;construire;COMPARTIMENTAREVERTICALA A SPATILUI EXISTENT IN SALA MICA DE SEDINTE DIN CLADIREA PRIMARIEI
2013;1332;amenajare;AMENAJARE DRUM DE ACCES - conform PUZ aprobat cu HCL 239 din 16.05.2013. .
2013;1333;amenajare;AMENAJARE INTERIOARA
2013;1334;construire;EXTINDERI  CONDUCTE  DE  ALIMENTARE CU APÃ ŞI  CANALIZARE  MENAJERÃ , 11 BRANŞAMENTE APÃ ŞI 11 RACORDURI  CANAL MENAJER .
2013;1335;renovare,modificari interioare,modernizare;MODERNIZARE STATIE CARBURANT- LUKOIL PRIN RECOMPARTIMENTARE, REFATADIZARE MAGAZIN, SCHIMBARE SEMNALISTICA, TOTEM, CATARGE SI REFACERE SISTEMATIZARE VERTICALA
2013;1336;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1337;construire;BRANŞAMENT  APÃ  ŞI RACORD CANAL MENAJER.
2013;1338;construire,amenajare;CONSTRUIRE IMOBIL DE LOCUINTE COLECTIVE CU 6 APARTAMENTE CU REGIM DE INALTIME D+P+E+M, AMENAJARI EXTERIOARE
2013;1339;reparatie,renovare;RENOVARE FATADE SI REPARATII INVELITOARE
2013;1340;construire,amenajare;LOCUINTA FAMILIALA CU 2 APARTAMENTE P+E, IMPREJMUIRE, AMENAJARI EXTERIOARE
2013;1341;construire,modificare solutie;PROIECT MODIFICATOR LA AC NR. 1310/01.11.2011- DOUA CASE UNIFAMILIALE CUPLATE S+P+M Modif. propuse-modif. int. modif.subsol,construirea uneio scari de acces la subsol,modif. S+P+M in S+P+E,modif. de goluri pe fatade
2013;1342;extindere;EXTINDERE HOTEL EXISTENT,REALIZARE PISCINA ACOPERITA cu DOTARI SPECIFICE cu regimul de inaltuime S2+S1+P+E+Eretras
2013;1343;extindere;EXTINDERE HOTEL EXISTENT,REALIZARE PISCINA ACOPERITA cu DOTARI SPECIFICE cu regimul de inaltuime S2+S1+P+E+Eretras
2013;1344;construire;BRANŞAMENT  APÃ  .
2013;1345;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1346;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1347;construire,amenajare;CONSTRUIRE CASA UNIFAMILIALA CU REGIM DE INALTIME S+P+E, AMENAJARI EXTERIOARE  .
2013;1348;modernizare,amenajare;CONVERSIE SI MODERNIZARE SOPRON DEPOZITARE IN HALA, AMENAJARI EXTERIOARE  .
2013;1349;construire;IMPREJMUIRE PROPRIETATE PE LATURA ESTICA
2013;1350;extindere,etajare,amenajare;EXTINDERE SI ETAJARE CASA UNIFAMILIALA CU REGIM FINAL DE INALTIME D+P+2E, AMENAJARI EXTERIOARE
2013;1351;continuare lucrari,amenajare;CONTINUARE DE LUCRARI FARA MODIFICARE DE SOLUTIE LA 2 CASE UNIFAMILIALE CUPLATE CU REGIM DE INALTIME D+P+E, AMENAJARI EXTERIOARE, IMPREJMUIRE PROPRIETATE AUTORIZATE CU A.C. NR.732 DIN 29.06.2010 .
2013;1353;schimbare destinatie;SCHIMBARE DESTINATIE DIN LOCUINTA IN CABIUNET MEDICAL CU DESCHIDERE ACCES
2013;1354;construire,continuare lucrari;CONTINUARE FARA MOD8IFICARE SOLUTIE CONSTRUCTIVA AUTORIZATA CU A.C. nr.1425/13.10.2009 LUCRARI DE CONSTRUIRE CASÃ UNIFAMILIALÃ CU REGIM DE ÎNÃLŢIME D+P+M ŞI ÎMPREJMUIRE.
2013;1355;construire,amenajare;LOCUINTA UNIFAMILIALA P+E+M, IMPREJMUIRE, AMENAJARI EXTERIOARE
2013;1356;amplasare;AMPLASARE FIRMA LUMINOASA PE FATADA IMOBIL IN SISTEM PROVIZORIU SI DEMONTABIL DURATA DE EXISTENTA: PE PERIOADA CONTRACTULUI DE INCHIRIERE NR.57/2013
2013;1357;construire;CLADIRE DE LOCUINTE COLECTIVE MICI P+2E , CU FUNCTIUNI COMERCIALE LA PARTER
2013;1358;amplasare;MONTAREA UNEI    FIRME LUMINOASE     ÎN SISTEM PROVIZORIU ŞI DEMONTABIL  pe durata existenţei  contractului de închiriere .
2013;1359;construire,amenajare;CONSTRUIREA A DOUÃ LOCUINŢE UNIFAMILIALE CUPLATE  ,având regim de înălţime P+E , AMENAJARE INCINTÃ ŞI ÎMPREJMUIRE TEREN .
2013;1360;construire,amenajare;CONSTRUIRE  CASÃ UNIFAMILIALÃ cu regim de înălţime Dp+P+E  , ÎMPREJMUIRE TEREN  SI AMENAJARI EXTERIOARE  .
2013;1361;construire;DOUÃ LOCUINŢE UNIFAMILIALE având  regimul  de inaltime P+E, ÎMPREJMUIRE TEREN    ŞI AMENAJÃRI EXTERIOARE .
2013;1362;bransare;ALIMENTARE CU ENERGIE ELECTRICÃ A ANSAMBLULUI  DE CLÃDIRI  CU DESTINAŢIA DE BIROURI  - LIBERTY CENTER.
2013;1363;amenajare;AMENAJARE PARCARE PE PROPRIETATE PRIVATA
2013;1364;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1365;construire;STAŢIE DE DISTRIBUŢIE  CARBURANŢI  .
2013;1366;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1367;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1368;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1369;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1370;extindere,renovare,amenajare;REFATADIZARE C-TIE EXISTENTA, D+P+E, EXTINDERE PE ORIZONTALA SI VERTICALA LOC. UNIFAMILIALA EXISTENT CU REGIM FINAL DE INALTIME Sp+D+P+2E, AMENAJARI INCINTE
2013;1371;extindere,etajare,modificari interioare;EXTINDERE, MANSARDARE, MODIFICARI INTERIOARE SI SCARA DE ACCES  LOCUINTA FAMILIALA  REGIM FINAL DE INALTIME P+M
2013;1372;construire,amenajare;IMOBIL de LOCUINTE CU 3 APARTAMENTEsi amenajari exterioare
2013;1373;construire,amenajare;CASÃ UNIFAMILIALÃ CU REGIM DE ÎNÃLŢIME P+M, ÎMPREJMUIRE, AMENAJARI EXTERIOARE.
2013;1374;construire,modificare solutie,amplasare;MODIF SOL C-TIVA AUT CU A.C. nr.581/23.05.2012 PT CONSTRUIRE IMOBIL DE LOCUINTE COLECTIVE (22 AP) CU SPATII COME - SERVICII LA PARTER, REGIM S+P+4E, AM EXT. Modif constau in: amplasare panouri fotovoltaice pe acop terasa si modif regim de inaltime in S+P+4E+Etaj tehnic (et tehnic se realiz pt amplasarea acumul de cel fotovoltaice).
2013;1375;amplasare;REAMPLASARE TOTEM LUMINOS SI STEAGURI AUTORIZATE CU A.C. NR. 352 DIN 23.04.2012
2013;1376;amenajare;REAMENAJARE APARTAMENTE  2 SI 3 PENTRU SPATIU COMERCIAL DE ALIMENTATIE PUBLICA
2013;1377;extindere,etajare,amenajare;REAMENAJARE, EXTINDERE SI ETAJARE CASA UNIFAMILIALA, REFACERE  IMPREJMUIRE SI AMENAJARI EXTERIOARE  .
2013;1378;reparatie;REPARATII LA APARTAMENT NR. 11
2013;1379;construire,extindere,modificari interioare;CONSTRUIRE BALCON INCHIS SUSPENDAT PE CONSOLE METALICE SI MODIFICARI INTERIOARE LA APARTAMENTUL NR.22, SITUAT LA PARTER
2013;1380;amplasare;AMPLASARE STATUIE „BETHLEN GABOR''
2013;1381;construire,amenajare;CONSTRUIRE CASA FAMILIALA CU 2 APARTAMENTE CU REGIM DE INALTIME P+E, IMPREJMUIRE SI AMENAJARI EXTERIOARE  .
2013;1382;etajare,amenajare;MANSARDARE LOCUINTA - AP.3 cu regim final de inaltime Sp+P+M, AMENAJARI EXTERIOARE
2013;1383;construire,amenajare;IMOBIL DE LOCUINTE COLECTIVE CU 6 APARTAMENTE CU REGIM DE ÎNÃLŢIME D+P+E+M, AMENAJARI EXTERIOARE.
2013;1384;extindere,etajare,modificare solutie;modificare solutie autorizata initial cu ac 969 din 06.08.2012 pentru extindere si etajare casa d+p+e - extindere casa
2013;1385;construire,extindere,modificari interioare;MODIFICARI INTERIOARE SI CONSTRUIRE BALCON INCHIS LA APARTAMENTUL NR. 2
2013;1386;extindere,reparatie,modificari interioare;REPARATII, MODIFICARI INTERIOARE SI EXTINDERE CASA FAMILIALA PARTER
2013;1387;construire,amenajare;CONSTRUIRE IMOBIL DE LOCUINTE COLECTIVE CU 6 APARTAMENTE CU REGIM DE INALTIME D+P+E+M, IMPREJMUIRE SI AMENAJARI EXTERIOARE
2013;1388;modernizare;MODERNIZAREA STRÃZII  VIILE NÃDÃŞEL.
2013;1389;reparatie,urgenta;LUCRÃRI  DE INTERVENŢIE DE PRIMÃ NECESITATE  :    REPARAŢII CAPITALE LOCUINŢÃ .
2013;1390;extindere,bransare;EXTINDERE  CONDUCTÃ  GAZ DE PRESIUNE REDUSÃ ŞI  DOUÃ BRANSAMENTE   DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) ,   2 P.R.
2013;1391;modificari interioare;Recompartimentare spaţiu parter Corp F , crearea de noi accese fără schimbarea funcţiunilor şi amenajări exterioare.
2013;1392;construire;BRANŞAMENT APÃ ŞI RACORD CANAL.
2013;1393;modificare solutie,continuare lucrari;CONTINUARE DE LUCRARI CU MODIF. SOLUTIE CONSTRUCTIVA AUTORIZATA CU AC NR.443/22.04.2013 PT IMOBIL DE LOCUINTE COLECTIVE D+P+3E, IMPREJMUIRE Modificare regim de inaltime de la D+P+2E la D+P+3E
2013;1394;construire,extindere,amenajare;EXTINDERE CASA EXISTENTA-CORP C1 pt IMOBIL CU FUNCTIUNI MIXTE(SPATIU COMERCIAL SI LOCUINTE) CU REGIM FINAL DE INALTIME S+P+3E+M SI CONSTRUIRE IMOBIL C2-LOCUINTE COLECTIVE CU REGIM DE INALTIME S+P+2E+M, AMENAJARI EXTERIOARE
2013;1395;continuare lucrari,amenajare;CONTINUARE LUCRARI FARA MODIFICARE SOLUTIE CONSTRUCTIVA LA AC25/14.01.2011, AC 1663/09.10.2008-CASA UNIFAMILIALA D+P+E si REFACERE IMPREJMUIRE Continuare lucrari: realizare structura de rezistenta etaj, finisaje interioare si exterioare, amenajari exterioare
2013;1396;construire;DRUM DE ACCES PENTRU ANSAMBLU DE LOCUINTE SI DOTARI D+P+3E LA (S)D+P+10E
2013;1397;construire,amenajare;CONSTRUIRE LOCUINTE UNIFAMILIALE INSIRUITE, IMPREJMUIRE SI AMENAJARI EXTERIOARE
2013;1398;extindere,amenajare;FINALIZARE LUCRARI FARA MODIFICAREA SOLUTIEI CONSTRUCTIVE LA EXTINDERE CASA UNIFAMILIALA PARTER,AMENAJARI EXTERIOARE -AC INITIALE NR.1373/2008 SI AC 330/2011
2013;1399;construire,amenajare;CONSTRUIRE LOCUINTA UNIFAMILIALA P+M SI AMENAJARI EXTERIOARE
2013;1400;modificari interioare,schimbare destinatie,amplasare;MODIFICARI INTERIOARE PENTRU SCHIMBARE DESTINATIE DIN SPATIU COMERCIAL IN CLINICA MEDICALA SI AMPLASARE FIRME LUMINOASE PE FATADE. In urmatoarele conditii: firmele se vor realiza fara lumina intermitenta.
2013;1401;construire,amenajare;CONSTRUIRE 2 LOCUINTE INSIRUITE UNIFAMILIALE CASA 3 SI CASA 4 CU REGIM DE INALTIME  P+E+M, IMPREJMUIRE,AMENAJARI EXTERIOARE
